0.00000000,0.47449040,-3.09107691,1.56953725,-0.20955553, 0.07943899, -0.20955553
0.00000000,-0.42956727,-0.13054465,1.01578741,0.44613504, 0.15527842, 0.44613504
0.00000000,0.00402513,-0.32034722,-0.90730560,-0.22990543, 0.22001185, -0.22990543
0.00000000,0.04766048,1.95046480,-0.43121961,0.02714340, -0.17946567, 0.02714340
0.00000000,-0.20423096,0.64852630,0.58862390,0.04723958, -0.51835857, 0.04723958
0.00000000,0.73478445,0.97048784,-1.00322322,-0.01817869, -0.10307909, -0.01817869
0.00000000,0.13175930,1.37097132,-0.15135736,-0.09277331, 0.23932795, -0.09277331
0.00000000,-0.12442426,-1.08117099,0.20406047,0.30472986, -0.18892677, 0.30472986
0.00000000,-0.43752795,0.03193079,-0.45021623,-0.07850164, 0.17445154, -0.07850164
0.00000000,2.07435682,-0.94305400,-1.07121925,-0.46428097, 0.47931159, -0.46428097
0.00000000,-0.18119379,1.34628609,1.12029837,0.40510005, -0.25244621, 0.40510005
0.00000000,2.11596795,0.86082860,-0.13840807,-0.53018793, -0.05649623, -0.53018793
0.00000000,-2.00379554,-0.90260520,-1.49833539,0.05670123, -0.21776652, 0.05670123
0.00000000,0.85409076,2.62937182,-2.17711830,0.05142268, 0.11413711, 0.05142268
0.00000000,0.27090898,0.41773042,0.01701571,0.35443286, -0.13716282, 0.35443286
0.00000000,-0.18267928,-0.22945411,0.01470209,0.55282065, 0.67223021, 0.55282065
0.00000000,0.00973362,-0.10475002,-0.03285952,-0.40954214, -0.01212591, -0.40954214
0.00000000,-1.05908210,1.74187451,-1.64720505,-0.39943785, 0.08111931, -0.39943785
0.00000000,0.18315546,-0.05250589,0.38997105,-0.60423555, -0.10442191, -0.60423555
0.00000000,0.10923147,0.37789802,0.39324126,0.29168195, 0.99274009, 0.29168195
0.00000000,-0.72915424,0.17404671,0.59827401,-0.20292531, -0.33204412, -0.20292531
0.00000000,-0.29371380,-0.04102747,-0.57510464,-0.19749760, 0.41250077, -0.19749760
0.00000000,1.33156149,-1.08649712,0.04257057,-0.37967389, 0.37021269, -0.37967389
0.00000000,-0.06402586,-0.67288689,0.83009944,-0.22590094, 0.10443493, -0.22590094
0.00000000,-0.15177064,0.55343261,0.22955270,0.39674624, 0.10505354, 0.39674624
0.00000000,-0.51683020,0.26458084,0.53425861,-0.40373657, -0.05437813, -0.40373657
0.00000000,0.91984497,0.23849157,0.25913664,0.38311147, -0.16376799, 0.38311147
0.00000000,3.17989434,-5.17958594,0.43514104,0.00686251, 0.07240634, 0.00686251
0.00000000,-0.58685600,0.43757250,-0.02643573,0.23274238, -0.10207187, 0.23274238
0.00000000,-0.18876088,0.85766142,0.27404019,-0.20823783, 0.93845367, -0.20823783
0.00000000,0.19046099,0.85700695,-0.06347048,0.15903772, -0.32279513, 0.15903772
0.00000000,0.70776968,-0.57166162,-0.28755686,-0.37528925, 0.23332059, -0.37528925
0.00000000,-0.39150842,0.89318582,2.07409176,-0.14733431, 0.39507446, -0.14733431
0.00000000,-0.07183739,-0.74415964,-0.19494399,-0.41708772, -0.66646812, -0.41708772
0.00000000,0.06610069,-0.60063808,0.18460735,-0.15338100, 0.67949657, -0.15338100
0.00000000,-0.15341122,-0.02434094,-0.57216295,-0.16264033, 0.69433571, -0.16264033
0.00000000,-0.28865802,-0.81570711,1.71461187,0.01765422, -0.13427271, 0.01765422
0.00000000,1.54285946,-1.44420835,-0.41177300,-0.17823125, -0.36613149, -0.17823125
0.00000000,-0.16264174,0.00444173,-1.14798580,0.33282444, -0.03853585, 0.33282444
0.00000000,-0.36241983,0.18685780,-0.27667891,0.02011161, -0.75329394, 0.02011161
0.00000000,0.04097917,-0.23266919,0.26870413,0.09331836, 0.69598207, 0.09331836
0.00000000,-0.14354690,0.23755170,-0.04135450,0.10316494, 0.26639911, 0.10316494
0.00000000,-0.73073414,0.49348704,0.89960024,-0.16289815, 0.54068110, -0.16289815
0.00000000,0.61907362,0.46800505,-0.07791042,0.86081380, -0.80255845, 0.86081380
0.00000000,-0.42275687,-0.21760930,-0.00863296,0.43490300, -1.02795228, 0.43490300
0.00000000,-0.54168609,-0.98937782,0.64629536,0.33626232, 0.38997982, 0.33626232
0.00000000,-0.61384772,0.56734275,-0.15613662,-0.09110565, -0.73351469, -0.09110565
0.00000000,0.62234636,0.19101195,-0.06604116,0.24420780, 0.31093320, 0.24420780
0.00000000,-0.46730830,1.01837044,0.14645873,0.09599345, 0.49098457, 0.09599345
0.00000000,0.32942559,-0.40551303,-0.26134953,0.33063321, 0.56329041, 0.33063321
0.00000000,-0.83481107,-0.55212856,0.39846634,-0.53437154, -0.23124442, -0.53437154
0.00000000,-0.00679140,-0.26726514,0.01963064,0.61475367, 0.01517923, 0.61475367
0.00000000,-0.72361280,-0.83987413,0.53937590,-0.23610983, -0.10525407, -0.23610983
